cog_hit	cog_description	cog_class	cog_class_description	hist_mean_sum_0328	hist_mean_sum_0403	hist_mean_sum_0423	hist_mean_sum_0531	hist_mean_sum_0619	hist_mean_sum_0705	hist_mean_sum_0709	hist_mean_sum_1001	hist_mean_sum_1004	hist_mean_sum_1028	hist_mean_sum_1123
COG0456	Acetyltransferases	R	General function prediction only 	2.0407666	7.0670988	2.3805344	47.5772614	18.3926072	14.3367469	0.0	39.6890031	15.4228611	8.6342772	74.3374838
COG0458	Carbamoylphosphate synthase large subunit (split gene in MJ)	EF	Multiple classes	5.0265647	28.2464622	1.679718	37.2321153	44.3642743	22.8697653	5.8948553	63.300761	26.7684757	18.6660215	135.8531532
COG0459	Chaperonin GroEL (HSP60 family)	O	Posttranslational modification, protein turnover, chaperones 	4.1360773	27.7736035	3.950766	24.5776784	34.5551443	28.9288351	6.3089574	90.2456892	33.4315071	21.6089038	163.5637166
COG0460	Homoserine dehydrogenase	E	Amino acid transport and metabolism 	3.3345915	21.3445039	0.150289	22.0791132	37.8880023	17.0880353	4.5139573	36.0943873	21.3360046	12.777694	89.4137162
COG0461	Orotate phosphoribosyltransferase	F	Nucleotide transport and metabolism 	1.0485279	11.8717195	0.7453704	25.4116287	24.4246406	14.6620119	3.6160785	41.187837	15.6145961	12.9336635	75.3569205
COG0462	Phosphoribosylpyrophosphate synthetase	FE	Multiple classes	7.4662983	20.783605	2.8811498	19.6118369	29.3675031	16.7434291	5.1077362	50.5065672	16.6003115	9.3281797	99.8861244
COG0463	Glycosyltransferases involved in cell wall biogenesis	M	Cell wall/membrane/envelope biogenesis 	3.3965668	11.8051413	4.1261779	46.8833197	25.4135222	8.0338033	4.2273447	27.4619418	6.39716	7.341574	66.8755747
COG0464	ATPases of the AAA+ class	O	Posttranslational modification, protein turnover, chaperones 	1.8048658	12.5780374	1.5845962	6.5488902	0.4855605	0.0	0.0	4.2692248	2.2988753	1.3980584	17.4941168
COG0465	ATP-dependent Zn proteases	O	Posttranslational modification, protein turnover, chaperones 	2.8028757	26.7054734	1.9485872	34.8923557	43.2815134	19.8472873	5.8524905	60.893008	21.4652489	15.4352657	101.7460039
COG0466	ATP-dependent Lon protease, bacterial type	O	Posttranslational modification, protein turnover, chaperones 	3.2837534	14.4003773	0.4482952	25.9716358	15.0032947	8.1972069	1.5893282	25.5104754	10.5406849	5.1124741	69.3984695
COG0468	RecA/RadA recombinase	L	Replication, recombination and repair 	2.7896406	16.7106854	1.4065974	27.299176	23.8927858	17.1201467	5.4842775	60.3796896	21.8450258	17.7648292	129.8282604
COG0469	Pyruvate kinase	G	Carbohydrate transport and metabolism 	1.4025327	13.1137063	4.4098087	16.3490425	9.2565535	14.3063769	4.0793239	36.7481408	15.4125302	9.3067595	59.4443843
COG0470	ATPase involved in DNA replication	L	Replication, recombination and repair 	0.433506	8.5260799	0.9366289	40.5299279	17.9751661	6.5959702	1.2890467	15.1706599	9.3058004	2.8007893	50.5917516
COG0471	Di- and tricarboxylate transporters	P	Inorganic ion transport and metabolism 	0.6235802	5.2376538	2.6270031	15.7221742	12.3319108	4.179534	1.1060775	20.1774022	8.6890135	1.009946	29.235341
COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	M	Cell wall/membrane/envelope biogenesis 	2.1401608	14.7051239	0.9284306	28.521546	33.5270015	18.3447162	5.9012227	60.3105839	19.8793622	12.7806465	102.4463337
COG0473	Isocitrate/isopropylmalate dehydrogenase	CE	Multiple classes	5.1930033	44.3818125	5.6868858	52.3510605	65.9712317	24.9849098	3.8776362	72.9593674	25.0410195	14.1730468	163.9141969
COG0475	Kef-type K+ transport systems, membrane components	P	Inorganic ion transport and metabolism 	0.0	0.8889863	0.0	0.7382919	0.8527133	3.2402179	1.2985031	14.079171	4.9528025	3.4327198	23.1039139
COG0476	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	H	Coenzyme transport and metabolism 	4.3568702	12.0072649	1.9791585	19.0682453	22.4568474	15.7786587	1.8642451	18.4477593	4.4590247	4.851742	53.0168089
COG0478	RIO-like serine/threonine protein kinase fused to N-terminal HTH domain	T	Signal transduction mechanisms 	0.0	0.0	0.0	0.0	0.5730025	1.38292	0.0	3.5509641	0.5151515	0.0	2.6336093
COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	C	Energy production and conversion 	4.3206111	20.2189052	2.7682626	24.9415985	32.0063174	18.0354436	3.1159198	47.9781967	22.6476122	7.7144741	79.7695811
COG0480	Translation elongation factors (GTPases)	J	Translation, ribosomal structure and biogenesis 	7.3401453	19.6357141	2.5883015	24.3040411	37.1765993	19.99118	6.6746863	63.3189051	33.0554938	15.2980975	122.0789123
COG0481	Membrane GTPase LepA	M	Cell wall/membrane/envelope biogenesis 	1.708848	22.1603387	6.0743737	23.6823256	24.941188	11.2036521	8.9730432	53.7992573	24.891134	7.2146949	90.0148485
COG0482	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	J	Translation, ribosomal structure and biogenesis 	6.0035656	16.4777076	1.247875	23.3754063	25.2048301	12.8646638	0.4581057	44.0697729	15.2421836	10.5001441	77.3458985
COG0483	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family	G	Carbohydrate transport and metabolism 	3.9684394	26.597999	4.3621469	20.7415532	36.2414679	19.4189906	6.8243257	74.5427909	27.0265634	21.245904	128.3024621
COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	O	Posttranslational modification, protein turnover, chaperones 	8.0314114	39.0242666	4.930662	75.2517754	59.6585744	43.0376403	13.0384686	88.2496572	27.4932956	41.7463782	203.8494887
COG0486	Predicted GTPase	R	General function prediction only 	5.0262322	21.7149255	5.8701953	18.9671877	30.5295015	8.112696	4.1702141	29.2228916	18.1393906	3.8216084	79.9942677
COG0488	ATPase components of ABC transporters with duplicated ATPase domains	R	General function prediction only 	5.6591474	13.5311259	0.8996509	58.120584	22.9907455	17.4601	4.8920809	60.1200262	31.4498242	17.2360358	83.0990871
COG0489	ATPases involved in chromosome partitioning	D	Cell cycle control, cell division, chromosome partitioning 	3.1483567	17.4765579	1.7294362	22.6497641	21.0057234	22.5732438	3.3271286	45.2834155	26.5675946	11.3682352	107.6214631
COG0491	Zn-dependent hydrolases, including glyoxylases	R	General function prediction only 	9.9940161	39.9518095	5.6565784	59.2207267	54.2679191	31.5311638	4.9522246	107.6174383	44.0510757	17.2064605	204.7140741
COG0492	Thioredoxin reductase	O	Posttranslational modification, protein turnover, chaperones 	6.9159703	27.8945947	4.272047	45.6462859	54.0432144	25.8632157	5.6806902	76.9311153	29.5866111	18.9532514	148.9976643
COG0493	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	ER	Multiple classes	4.3468772	21.0869512	2.3722808	23.7012589	44.4691309	17.7291125	4.4899709	55.0143487	18.9343175	18.5328711	106.7881284
COG0494	NTP pyrophosphohydrolases including oxidative damage repair enzymes	LR	Multiple classes	3.1694339	23.7575051	5.4241599	42.139792	42.3556182	13.8448847	4.7416609	34.4876703	12.2920336	5.7928315	94.3248412
COG0495	Leucyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis 	4.692669	25.3958717	2.8872909	33.4988176	34.5777833	23.3427279	4.7248914	49.8802915	21.8506353	16.4058761	101.2976318
COG0496	Predicted acid phosphatase	R	General function prediction only 	1.8103158	4.6528654	1.4718656	20.9875986	8.3616856	1.4899121	1.0815156	13.0844598	4.8178119	2.2244493	26.579109
COG0497	ATPase involved in DNA repair	L	Replication, recombination and repair 	1.6784376	3.2650431	0.0	13.1197295	2.7905087	2.0184335	1.1762868	18.9695352	6.1126208	6.4772149	25.0403275
COG0498	Threonine synthase	E	Amino acid transport and metabolism 	3.4603798	21.4310824	0.817356	23.0185808	41.4843861	12.7283764	3.1940368	45.9812354	14.6317384	10.388716	111.107421
COG0499	S-adenosylhomocysteine hydrolase	H	Coenzyme transport and metabolism 	4.3815496	27.4539976	2.7158019	37.7273231	35.9419657	9.8992121	4.6081108	38.4798546	15.5955941	11.6944605	101.0695306
COG0501	Zn-dependent protease with chaperone function	O	Posttranslational modification, protein turnover, chaperones 	2.2673775	0.919521	1.0538937	2.8386985	7.8718961	9.175237	0.0	22.8055544	7.8178183	8.687317	42.6962468
COG0502	Biotin synthase and related enzymes	H	Coenzyme transport and metabolism 	0.0725971	3.4549459	0.5278654	1.0914826	1.7939013	0.5278654	0.5278653	1.9634483	0.5132925	0.5026288	4.7092432
COG0503	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins	F	Nucleotide transport and metabolism 	0.3825758	13.3866287	0.9280304	8.3314396	15.023485	8.9134745	2.6121495	13.8072086	7.7060892	3.6989047	38.790303
COG0504	CTP synthase (UTP-ammonia lyase)	F	Nucleotide transport and metabolism 	4.9602874	18.5445343	1.957104	32.9232748	28.2915741	14.1595642	5.3217342	43.1084977	21.6458185	10.8531358	98.0764839
COG0505	Carbamoylphosphate synthase small subunit	EF	Multiple classes	2.2640268	11.8893112	1.8166916	22.5174842	35.401401	13.3559697	3.1801278	38.7532082	14.5708777	10.3700789	78.3517254
COG0506	Proline dehydrogenase	E	Amino acid transport and metabolism 	0.0	2.7039341	1.8963481	2.137211	4.9485446	1.0872483	0.3743476	8.0164051	4.4377324	0.0	17.6661586
COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member	L	Replication, recombination and repair 	2.0875481	5.3142719	1.9428319	9.3261753	6.3975556	1.980657	1.0747072	12.870843	3.1594063	0.7658275	25.9865436
COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes	C	Energy production and conversion 	10.4026376	35.4091986	6.0348077	52.6735946	63.2244181	19.5302685	8.2841227	69.582758	37.9229897	19.0786027	158.0055598
COG0509	Glycine cleavage system H protein (lipoate-binding)	E	Amino acid transport and metabolism 	7.3149606	8.4256564	2.2323953	19.0475345	24.0486017	9.8305921	4.5857532	25.2306747	16.6712021	6.5406629	58.7017254
COG0510	Predicted choline kinase involved in LPS biosynthesis	M	Cell wall/membrane/envelope biogenesis 	0.6243781	6.601164	2.166576	2.2268719	6.1109989	1.7823381	0.0	11.205135	4.3731345	0.2997513	23.0792777
COG0511	Biotin carboxyl carrier protein	I	Lipid transport and metabolism 	2.7588541	5.5268729	0.3526882	16.8684589	12.8638274	4.8432574	2.238772	23.2394588	5.8988132	4.2679228	45.2531297
COG0512	Anthranilate/para-aminobenzoate synthases component II	EH	Multiple classes	0.890071	14.1947499	2.6608656	30.0983574	33.1501888	13.4163644	3.5243049	36.7253769	14.6180081	8.053663	79.4325687
COG0513	Superfamily II DNA and RNA helicases	LKJ	Multiple classes	10.438163	38.1702913	4.5203545	67.6231116	40.9197362	27.1184126	9.3058691	72.8055032	33.7873716	18.832762	145.7558659
COG0514	Superfamily II DNA helicase	L	Replication, recombination and repair 	1.9654476	13.757984	4.802745	14.6348947	1.3328964	0.6116323	0.0	12.0241577	2.8779693	0.7589194	21.368532
COG0515	Serine/threonine protein kinase	RTKL	Multiple classes	3.3777574	1.8340569	1.2520011	0.712188	2.8267251	8.1382758	2.7093496	22.4951083	10.6788369	7.9442392	32.1859956
COG0516	IMP dehydrogenase/GMP reductase	F	Nucleotide transport and metabolism 	4.266908	21.6578113	7.8399595	36.899301	46.502099	30.8333489	12.7022537	94.9560378	36.2260629	25.770635	144.9485746
COG0517	FOG: CBS domain	R	General function prediction only 	0.0	6.5197181	0.6833332	1.6445939	13.6190717	3.8075073	1.4187165	17.3689336	9.4508365	1.3115942	33.0606869
COG0518	GMP synthase - Glutamine amidotransferase domain	F	Nucleotide transport and metabolism 	1.0412756	5.3290038	2.4946784	6.419863	16.1847121	10.8423402	3.5175522	33.8455913	12.4617192	7.4982898	79.9347793
COG0519	GMP synthase, PP-ATPase domain/subunit	F	Nucleotide transport and metabolism 	1.7144931	13.7117822	1.3033644	17.4973477	17.8610143	13.3508164	2.0530161	34.5203353	10.6041459	9.8281867	70.625493
COG0520	Selenocysteine lyase	E	Amino acid transport and metabolism 	4.7489491	22.8395344	2.8125845	21.0604105	25.3877357	16.507789	2.7474568	40.3220108	15.6678601	12.8071681	115.3394211
COG0521	Molybdopterin biosynthesis enzymes	H	Coenzyme transport and metabolism 	2.0397727	7.735903	1.5782828	10.7812017	12.4540425	2.6946106	0.4090909	7.6759409	1.0414965	3.0282664	26.960508
COG0522	Ribosomal protein S4 and related proteins	J	Translation, ribosomal structure and biogenesis 	2.9069856	14.0952886	0.7689769	18.2179128	20.7772041	12.6836543	3.8314364	42.5002064	11.7314929	10.52985	77.3479767
COG0524	Sugar kinases, ribokinase family	G	Carbohydrate transport and metabolism 	4.60664	20.270142	3.1192823	35.770383	42.7053634	25.9851298	13.1620018	72.4563652	23.2602041	20.0561252	122.9604478
COG0525	Valyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis 	4.0322808	17.1743927	2.6173418	26.901287	39.2531393	17.2820915	6.856264	49.4363968	22.2307388	14.4698994	115.6368994
COG0526	Thiol-disulfide isomerase and thioredoxins	OC	Multiple classes	4.7659203	31.3299065	7.1511802	62.5209595	65.8679902	25.6181069	8.4940215	64.8971182	35.809982	15.0359931	143.1861107
COG0527	Aspartokinases	E	Amino acid transport and metabolism 	5.4987508	24.3119549	3.3586081	48.9080921	39.5243849	11.032551	3.2162572	32.4632327	11.9102798	8.1348139	101.3361388
COG0528	Uridylate kinase	F	Nucleotide transport and metabolism 	2.1623639	13.5333853	1.3519236	17.0674144	12.2010724	7.2804209	0.8082452	23.8809089	12.3478354	11.0216495	53.1875672
COG0529	Adenylylsulfate kinase and related kinases	P	Inorganic ion transport and metabolism 	0.0243309	12.4797223	2.5214027	15.2642544	16.640421	2.3890927	1.8594497	22.3071986	9.1216784	0.0024331	39.2910287
COG0530	Ca2+/Na+ antiporter	P	Inorganic ion transport and metabolism 	0.5346112	3.4620871	1.0483505	12.7062264	14.6697976	2.1518572	1.9513898	18.6890083	9.44492	3.7303416	38.7980764
COG0531	Amino acid transporters	E	Amino acid transport and metabolism 	0.3984576	0.7420546	0.0	2.1626016	0.1810791	0.1855137	0.0	1.7510454	0.6979768	2.1430923	10.9478297
COG0532	Translation initiation factor 2 (IF-2; GTPase)	J	Translation, ribosomal structure and biogenesis 	3.4149068	44.5738238	4.680841	36.507962	39.2386607	14.6715741	4.0766824	53.8962884	17.1165075	9.5239749	120.5802044
COG0533	Metal-dependent proteases with possible chaperone activity	O	Posttranslational modification, protein turnover, chaperones 	2.379451	22.2689378	5.7010594	33.2793652	37.1407759	21.9689376	4.1768365	48.4517731	22.6379289	17.9324561	99.2999992
COG0534	Na+-driven multidrug efflux pump	V	Defense mechanisms 	4.9706153	14.7581811	3.7904963	54.7392654	37.1494392	10.1585798	3.1486083	36.069656	17.6649615	6.5249672	104.0889658
COG0535	Predicted Fe-S oxidoreductases	R	General function prediction only 	1.0768315	2.2500475	0.5070118	108.0902125	13.0378523	2.350241	1.9017183	8.7258465	3.628291	2.1708824	25.1391136
COG0536	Predicted GTPase	R	General function prediction only 	3.7615381	18.4757191	3.1834207	20.6479475	24.0120373	20.1873028	5.8985475	59.0327394	23.3801107	19.6403663	91.9056118
COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	FGR	Multiple classes	3.6458786	31.197683	2.3722473	42.2712999	59.3007368	28.3435223	4.524037	59.1049657	31.6582487	10.5013004	152.7102578
COG0538	Isocitrate dehydrogenases	C	Energy production and conversion 	2.3639279	22.8548485	3.2536416	20.9443588	28.565016	18.5245878	5.0566685	48.5201239	20.7240356	14.8635301	121.6649585
COG0539	Ribosomal protein S1	J	Translation, ribosomal structure and biogenesis 	3.9368337	23.8212396	2.1515993	35.90118	30.0691377	17.6687393	5.0997441	44.8758778	18.0735212	11.2805111	105.7221552
COG0540	Aspartate carbamoyltransferase, catalytic chain	F	Nucleotide transport and metabolism 	3.219423	20.2836349	5.6754369	29.1992182	33.2832514	14.0878913	0.7526297	41.3048532	13.4812139	10.8203486	88.1278542
COG0541	Signal recognition particle GTPase	U	Intracellular trafficking, secretion, and vesicular transport 	4.2666746	24.3909173	3.4803772	37.2386032	44.3064871	23.8770817	5.0344529	52.1812785	22.0755651	13.4515922	123.9656854
COG0542	ATPases with chaperone activity, ATP-binding subunit	O	Posttranslational modification, protein turnover, chaperones 	4.6297163	23.1354802	4.2463509	68.4562633	54.5720315	17.6549278	7.3019966	48.3966935	28.7019884	14.4384123	101.3602969
COG0543	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	HC	Multiple classes	0.0	2.4792424	0.0	3.5170769	3.3712316	4.6981453	0.445283	10.1627863	6.5419545	4.0512535	25.3330305
COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	O	Posttranslational modification, protein turnover, chaperones 	1.9076676	10.0381086	0.9785661	15.7583343	15.9360129	13.0463698	2.2123096	35.9143819	15.4037392	10.7568273	74.6561179
COG0545	FKBP-type peptidyl-prolyl cis-trans isomerases 1	O	Posttranslational modification, protein turnover, chaperones 	5.0363718	13.5115746	3.4042816	25.0158823	19.1047864	6.404976	1.1759967	38.3118881	15.8729229	5.1572045	63.6672097
COG0546	Predicted phosphatases	R	General function prediction only 	2.974175	5.0571543	3.8657618	17.4716915	22.6134104	12.4648098	0.7644231	32.9422431	8.9346869	3.4271319	50.5952062
COG0547	Anthranilate phosphoribosyltransferase	E	Amino acid transport and metabolism 	2.8766336	9.946332	1.0648302	31.8199893	33.5359548	16.0394071	5.036026	45.8835109	15.6446766	9.8711092	109.5116405
COG0548	Acetylglutamate kinase	E	Amino acid transport and metabolism 	4.8303704	20.3303305	2.4538857	32.7953764	45.5878365	21.0157864	2.3957886	52.2056277	20.5297443	8.7838272	113.1718297
COG0550	Topoisomerase IA	L	Replication, recombination and repair 	2.9441298	16.3327867	2.7325595	28.379176	30.4997439	19.7524439	3.9853061	53.9665902	26.9180089	17.4850815	106.4240671
COG0552	Signal recognition particle GTPase	U	Intracellular trafficking, secretion, and vesicular transport 	3.039634	17.8157299	3.4161312	20.5664202	21.5978911	19.6849566	3.339258	36.3934394	14.0117321	10.9135527	88.849473
COG0553	Superfamily II DNA/RNA helicases, SNF2 family	KL	Multiple classes	0.2892754	0.5147827	0.0	0.0	0.0	0.0	0.0	0.582029	0.0	0.0	5.7489851
COG0554	Glycerol kinase	C	Energy production and conversion 	4.1818186	4.0427291	1.3742207	15.9271276	15.0415542	23.4048483	2.6847183	44.2089653	22.1260894	15.2714196	62.5175754
COG0556	Helicase subunit of the DNA excision repair complex	L	Replication, recombination and repair 	2.0606432	20.7783446	2.8546515	28.7836238	44.7606198	25.9303067	8.0036081	70.0552407	23.2271875	9.9192305	137.200453
COG0557	Exoribonuclease R	K	Transcription 	4.1892179	17.0000779	1.7292108	16.2740204	12.9028822	3.1986076	2.0145907	16.7961827	11.8165521	1.8289432	39.643023
COG0558	Phosphatidylglycerophosphate synthase	I	Lipid transport and metabolism 	2.1019299	9.7518879	2.5212435	32.4768857	38.3181282	33.7216087	12.4895049	93.3739319	43.5723435	22.8812316	164.853452
COG0559	Branched-chain amino acid ABC-type transport system, permease components	E	Amino acid transport and metabolism 	7.0058957	21.2676761	4.4782221	17.0228588	27.4767611	13.5327845	4.2429817	23.9498055	12.9306545	10.4894456	75.2371272
COG0560	Phosphoserine phosphatase	E	Amino acid transport and metabolism 	1.5164455	13.6113653	4.1961439	15.4143559	33.4333026	12.0074644	2.7850498	47.1344278	28.8183025	8.2471771	70.4074037
COG0561	Predicted hydrolases of the HAD superfamily	R	General function prediction only 	1.3690476	3.5175464	0.0	53.0797417	16.9140855	2.6119219	1.6409412	15.3808807	6.7407275	6.6837867	30.8310526
COG0562	UDP-galactopyranose mutase	M	Cell wall/membrane/envelope biogenesis 	0.0	0.0	0.0	10.6377233	1.0000001	0.4607843	0.5029941	1.4735291	1.3980393	0.0	5.7715683
COG0563	Adenylate kinase and related kinases	F	Nucleotide transport and metabolism 	3.630992	14.2395916	1.8312184	21.9353452	23.1034728	15.7584823	4.6750072	45.6813191	18.4501932	8.9889855	72.982194
COG0564	Pseudouridylate synthases, 23S RNA-specific	J	Translation, ribosomal structure and biogenesis 	6.0801645	30.9371174	3.0714306	38.1179512	51.2221463	16.8113593	4.6620048	57.2121821	24.5609516	15.3039683	138.9064693
COG0565	rRNA methylase	J	Translation, ribosomal structure and biogenesis 	0.0	8.1600816	1.5333333	10.3234588	10.8602817	3.3788237	2.0232729	20.0636788	10.3786402	1.7054844	44.8585435
COG0566	rRNA methylases	J	Translation, ribosomal structure and biogenesis 	7.3039705	21.5901985	1.3140089	43.1020102	22.3749307	21.1559714	4.3294172	61.834874	27.6146337	23.3053499	111.4787809
COG0567	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes	C	Energy production and conversion 	4.8925592	28.0900164	3.317146	45.6186454	59.9966932	30.8498658	6.5528766	73.250663	23.6487857	22.2939586	147.0787134
COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	K	Transcription 	7.0956666	30.6949336	3.5515633	59.7628141	53.3876554	22.4750019	4.8107581	72.583437	20.3979961	18.0780906	130.5962686
COG0569	K+ transport systems, NAD-binding component	P	Inorganic ion transport and metabolism 	3.6540683	19.2173555	0.8174074	24.2138753	13.8663157	19.6972523	8.2777815	38.9469952	17.6224929	19.1056809	92.5582216
COG0571	dsRNA-specific ribonuclease	K	Transcription 	1.8883626	18.2579015	6.5257891	19.5701466	21.3696573	24.2489184	5.0875243	26.9280452	10.7203019	6.2059757	74.3888751
COG0572	Uridine kinase	F	Nucleotide transport and metabolism 	0.0	0.7422003	0.0	7.251231	2.4696411	3.7007581	0.0	4.4615056	0.0	3.3787881	9.7970399
COG0573	ABC-type phosphate transport system, permease component	P	Inorganic ion transport and metabolism 	3.5121914	7.9771095	2.3451553	13.4575239	14.9042213	14.8590962	6.4918221	30.602098	15.262818	7.9684923	67.5025978
COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	G	Carbohydrate transport and metabolism 	2.5007274	21.7102583	1.4214857	21.0197623	31.9341126	11.3550002	6.2738251	22.5349847	10.4052943	7.708852	76.0791813
COG0575	CDP-diglyceride synthetase	I	Lipid transport and metabolism 	0.6314466	0.2473118	0.0	18.2253344	6.0205525	2.9193611	0.632546	11.6562247	3.1776566	5.4458573	15.0944783
COG0576	Molecular chaperone GrpE (heat shock protein)	O	Posttranslational modification, protein turnover, chaperones 	5.1713303	6.680673	2.4700745	11.9064275	19.4772975	15.5547135	1.7623152	33.9130621	11.260532	7.1810539	67.0252125
COG0577	ABC-type antimicrobial peptide transport system, permease component	V	Defense mechanisms 	0.3996682	3.9090228	0.416252	15.552563	9.677231	1.3709934	0.409128	8.1438631	6.4858542	0.8137185	19.9050261
COG0578	Glycerol-3-phosphate dehydrogenase	C	Energy production and conversion 	1.2981914	1.1445596	0.3739547	19.9012146	4.7736145	5.5620152	0.9598128	14.2655556	6.3937242	2.4509046	17.2505093
COG0579	Predicted dehydrogenase	R	General function prediction only 	1.1201166	7.2976163	0.946827	22.1412349	25.6663967	3.162182	2.167598	6.1632932	3.7641823	3.7802644	27.3813322
COG0580	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)	G	Carbohydrate transport and metabolism 	1.2035517	11.0264275	1.4607306	9.2636618	4.4694632	0.0457517	0.0	4.4124477	1.4496462	0.3743169	21.4536416
COG0581	ABC-type phosphate transport system, permease component	P	Inorganic ion transport and metabolism 	1.5919272	13.753911	0.0	16.7512129	21.2594517	20.6982943	3.6146948	50.1765254	16.2792329	11.5841366	76.2656794
COG0582	Integrase	L	Replication, recombination and repair 	0.7777777	0.3753969	0.0	0.7968255	0.0	0.0	0.0	0.7793651	0.320635	0.7555558	2.0142859
COG0583	Transcriptional regulator	K	Transcription 	8.4424429	42.2054223	11.9850047	67.857778	73.682548	20.2528121	6.7662744	52.6803839	29.955926	7.1302148	139.8610254
COG0584	Glycerophosphoryl diester phosphodiesterase	C	Energy production and conversion 	2.3304568	6.9997508	0.125506	11.2100741	13.3975472	15.5554525	4.0626253	31.4845568	12.8040412	10.4699934	54.27415
COG0585	Uncharacterized conserved protein	S	Function unknown 	0.0	0.7403509	0.0	3.1633463	1.7383796	0.0	0.0	0.6666667	0.6666666	0.0	5.9157904
COG0586	Uncharacterized membrane-associated protein	S	Function unknown 	0.5009863	9.8227	0.2178031	5.5092472	11.4652149	3.339233	0.3450292	27.1672638	9.2324555	1.8331605	26.9748052
COG0587	DNA polymerase III, alpha subunit	L	Replication, recombination and repair 	8.393969	39.4255963	6.8098734	50.0048912	52.5029906	35.9403533	9.6192458	70.5955993	38.4526308	25.4916583	162.3407441
COG0588	Phosphoglycerate mutase 1	G	Carbohydrate transport and metabolism 	1.7737081	10.7696337	2.6247313	9.6253524	28.0901009	6.5384812	1.0942408	11.0937388	5.6291633	7.2076075	40.3196493
COG0589	Universal stress protein UspA and related nucleotide-binding proteins	T	Signal transduction mechanisms 	1.3191214	4.51938	0.6190475	8.7047445	5.7562776	1.7764779	0.0	6.3282904	2.0629529	0.6262333	9.0930553
COG0590	Cytosine/adenosine deaminases	FJ	Multiple classes	4.1563261	13.8699403	2.8882492	17.9364059	8.2584904	5.4862641	1.0795699	10.0890939	2.8449686	1.580884	22.89931
COG0591	Na+/proline symporter	ER	Multiple classes	4.3106453	12.7899491	0.4593496	62.7142451	21.9781652	11.0646137	0.7690072	20.4486038	8.0259159	8.6060688	63.7120296
COG0592	DNA polymerase sliding clamp subunit (PCNA homolog)	L	Replication, recombination and repair 	1.9496823	18.9579201	3.3115682	39.4349844	49.0759438	25.8796408	4.9840195	52.4188028	14.7381976	18.047376	114.91131
COG0593	ATPase involved in DNA replication initiation	L	Replication, recombination and repair 	3.5193568	29.2802495	7.5589465	47.9580793	61.1095594	29.1449263	8.6241322	62.5981522	19.9477891	21.087956	147.4699739
COG0594	RNase P protein component	J	Translation, ribosomal structure and biogenesis 	4.3515255	15.7689943	0.4071038	37.3283195	22.9253314	4.5660881	1.7295081	10.0627494	0.5118932	6.3331942	30.6667071
COG0595	Predicted hydrolase of the metallo-beta-lactamase superfamily	R	General function prediction only 	1.5716803	16.1288847	1.3254969	17.117045	25.6745518	9.3225871	4.7320787	27.24584	8.6599153	8.1308116	70.233647
COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) 	R	General function prediction only 	13.7891812	87.2176975	10.4275842	141.6474177	136.8061206	62.8225498	21.5090619	181.3355221	87.433529	24.0985518	410.2500299
COG0597	Lipoprotein signal peptidase	MU	Multiple classes	3.1653588	10.6705042	0.6307385	24.7061885	19.9381006	10.385225	0.3919193	22.3154525	10.0128669	6.9765024	52.6468807
COG0598	Mg2+ and Co2+ transporters	P	Inorganic ion transport and metabolism 	2.2526087	3.1472695	0.0	13.2767495	8.2363451	0.0	0.0565806	1.6727212	1.2714777	0.2577413	10.4065199
COG0599	Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit	S	Function unknown 	2.7116403	10.9641582	0.6752136	15.2730263	10.0091587	1.1592234	0.6560847	1.5099715	3.6624186	0.0112994	6.0264966
COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	P	Inorganic ion transport and metabolism 	1.6246112	15.8457302	2.4388175	8.6206251	14.3868233	3.9804543	2.4778689	12.3027606	3.7925414	2.6136269	48.5691887
COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	EP	Multiple classes	3.03659	18.5886604	2.3447334	13.4647314	24.6815081	17.4915706	4.7660512	35.8189567	12.3330943	7.2724451	89.9513757
